Pump pulses;Hypo. tank level;Chlorine setpoint;Dosing pump;UV percentage;Flow;Influent turbidity;Effluent turbidity;pH;Coagulant PPM
38.59;65.56;0.7;2;32.65;89.84;1.04;0.29;9.13;0
51.64;66.37;0.7;1;33.51;96.72;0.55;0.28;8.92;0
50.85;67.5;0.7;1;33.01;91.56;0.56;0.29;9.12;0
44.47;50.19;0.7;2;32.89;92.19;6.56;1.22;7.8;17.69
50.85;39.81;0.7;2;30.24;97.66;0.64;0.33;8.61;0
65.14;74.06;1;2;15.98;80.47;2.24;1.06;9.14;0
52.09;68.94;0.7;1;34.57;94.84;0.65;0.28;8.79;0
58.5;69.87;0.7;1;34.21;97.34;0.76;0.42;9;0
43.35;52.5;0.7;2;33.68;94.53;3.9;0.62;7.91;17.79
44.33;80.87;0.7;2;21.47;90.78;0.9;0.49;8.84;0
60.53;59.5;0.7;1;34.45;97.34;1.85;0.99;8.23;0
41.17;65.62;0.7;2;33.79;97.66;0.56;0.28;9.09;0
45.67;72.69;0.7;2;21.85;85.94;1.17;0.52;8.78;0
43.65;72.37;0.7;2;22.72;83.75;0.96;0.52;8.81;0
50.74;73.81;0.7;2;16.87;81.72;1.66;0.86;9.01;0
55.91;68.06;0.7;1;36.18;101.41;0.58;0.31;8.72;0
44.55;76.56;0.7;2;27.48;95.78;0.54;0.24;8.65;0
40.84;75.06;0.7;2;30.05;89.22;9.73;0.08;8.72;20.99
47.93;70.75;0.7;2;33.37;92.19;1.28;0.66;8.99;0
47.95;51.63;0.7;2;33.74;95.62;1.56;1.09;7.94;0
41.74;67.12;0.7;2;34.53;97.19;0.56;0.29;8.84;0
62.89;41.13;0.7;1;28.07;92.81;0.84;0.46;8.57;0
70.68;52.75;1;2;31.95;95.94;2.96;1.58;8.06;0
42.19;80.62;0.7;2;22.25;90.47;0.87;0.46;9.09;0
45.9;72.87;0.7;2;21.13;84.22;1.02;0.52;8.76;0
42.86;60.5;0.7;2;32.95;91.72;4.38;1;8.14;19.08
57.01;51.94;0.7;1;31.05;85.94;2.26;1.23;7.94;0
66.15;74.69;1;2;17.03;88.12;5.1;1.44;8.96;22.25
39.38;68.37;0.7;2;32.48;91.09;0.62;0.28;8.87;0
39.04;65.87;0.7;2;34.01;94.22;0.56;0.28;9;0
44.78;64.62;0.7;2;34.74;97.66;1.22;0.66;9.14;0
46.8;75.19;0.7;2;25.95;96.72;0.75;0.34;8.69;0
59.96;59.81;0.7;1;32.86;92.97;2.07;1.04;8.23;0
50.74;66.69;0.7;1;35.13;100.62;0.56;0.29;8.98;0
43.2;67.37;0.7;2;37.31;103.75;0.59;0.3;9.02;0
44.21;81.19;0.7;2;20.43;90;1.07;0.57;9.15;0
67.72;37.5;0.7;1;32.84;100.94;0.58;0.25;8.59;0
47.47;73.12;0.7;2;20.47;84.69;1.16;0.6;9.17;0
40.05;83.44;0.7;2;32.12;97.03;0.64;0.26;8.76;0
44.55;76.56;0.7;2;27.65;95.78;0.54;0.24;8.65;0
44.78;76.5;0.7;2;27.42;96.41;0.53;0.24;8.64;0
55.88;52.88;0.7;2;33.7;98.12;2.46;1.32;8.06;0
64.46;74.81;1;2;19.4;93.44;8.88;1.99;8.87;22.46
52.6;50.38;0.7;1;34.28;97.19;7.24;0.39;7.88;17.38
54;67.94;0.7;1;33.58;96.72;0.59;0.3;8.78;0
46.8;62.25;0.7;2;35.8;100.62;6.43;0.27;9.36;17.66
48.26;73.44;0.7;2;18.75;86.56;1.27;0.66;8.97;0
64.42;50.69;0.7;1;36.18;102.34;1.29;0.91;7.99;0
41.74;68.62;0.7;2;33.28;95;0.63;0.29;8.75;0
41.96;65.5;0.7;2;32.71;92.03;3.08;1.27;9.25;0
44.33;80.87;0.7;2;21.44;88.91;0.9;0.5;8.84;0
43.2;64.31;0.7;2;33.26;93.75;1.01;0.58;8.89;0
50.17;73.37;0.7;2;18.66;88.28;1.23;0.65;8.99;0
61.28;50.13;1;2;33.94;96.72;5.55;1.49;7.81;16.57
46.91;76.75;0.7;2;27.24;100.31;0.57;0.26;8.55;0
42.64;58.63;0.7;2;32.53;91.72;1.52;0.86;8.21;0
47.36;84.06;0.7;1;31.42;92.97;0.58;0.28;8.79;0
46.14;50.25;0.7;2;33.63;95;8.59;1.17;7.8;16.96
47.36;84;0.7;1;31.28;90.16;0.58;0.26;8.79;0
42.86;60.5;0.7;2;32.85;91.09;4.71;1.17;8.14;22.05
44.66;76.87;0.7;2;27.25;93.12;0.66;0.28;8.46;0
51.41;67.56;0.7;1;31.91;90.47;0.56;0.29;9.11;0
65.03;61.25;1;1;27.75;77.5;7.09;3.05;8.23;19.4
39.83;66.87;0.7;2;33.43;92.66;0.55;0.28;9.02;0
46.46;59.13;0.7;2;34.39;97.03;1.65;0.94;8.23;0
52.87;38.63;0.7;2;32.18;99.06;0.61;0.26;8.56;0
53.89;67.94;0.7;1;35.02;96.25;0.59;0.3;8.81;0
63.22;59.81;0.7;1;34.42;98.59;2.3;1.13;8.22;0
53.55;64.87;0.7;1;31.62;88.91;1.86;0.89;9.2;0
39.26;65.81;0.7;2;33.26;94.22;0.55;0.28;9.02;0
44.33;59;0.7;2;32.95;91.72;1.53;0.86;8.22;0
52.76;39.94;0.7;2;29.92;96.56;0.69;0.35;8.55;0
49.95;41.5;0.7;2;27.55;90.16;0.84;0.47;8.54;0
41.74;67.19;0.7;2;34.06;97.34;0.57;0.29;8.83;0
65.25;74;1;2;16.26;80.62;2.14;1.02;9.14;0
38.7;83.37;0.7;2;30.56;86.87;2.58;0.29;8.76;0
45.4;48.13;0.7;2;31.16;88.28;1.66;1.06;7.98;0
52.76;39.94;0.7;2;29.95;95.47;0.69;0.35;8.56;0
40.05;83.5;0.7;2;32.12;97.66;0.61;0.26;8.75;0
49.28;41.37;0.7;2;27.69;90.47;0.84;0.46;8.58;0
51.37;50.38;0.7;1;33.59;93.75;5.36;0.34;7.93;18.63
39.71;65.94;0.7;2;33.39;93.28;0.55;0.28;9.04;0
57.15;62.5;0.7;2;34.31;97.03;2.09;1.12;9.1;0
65.7;74.62;1;2;16.88;84.53;4.32;1.31;8.81;21.85
56.25;69.69;0.7;1;32.8;90.47;0.69;0.39;8.79;0
43.31;64.37;0.7;2;34.29;93.91;1.05;0.59;8.82;0
70.43;39.44;0.7;1;31.11;101.87;0.64;0.32;8.59;0
69.75;74.25;1;2;15.57;86.56;2.61;1.25;8.96;0
53.55;64.87;0.7;1;31.41;88.59;1.81;0.87;9.21;0
44.89;75.94;0.7;2;28.1;94.53;0.61;0.24;8.62;0
47.47;73.12;0.7;2;20.24;84.69;1.17;0.6;9.17;0
46.91;76.69;0.7;2;27.15;98.12;0.55;0.26;8.58;0
41.06;64.06;0.7;2;31.73;89.06;0.91;0.51;9.08;0
45.9;51.06;0.7;2;33.76;94.22;1.36;0.96;8.01;0
60.19;70;0.7;1;32.3;90.62;0.76;0.43;8.96;0
40.95;86.56;0.7;2;33.04;94.06;0.58;0.24;8.66;0
49.95;66.19;0.7;1;32.22;92.19;0.56;0.28;9.04;0
58.39;62.56;0.7;2;34.7;97.97;1.83;0.99;9.06;0
48.94;83.94;0.7;1;31.13;87.19;0.72;0.34;8.74;0
41.74;68.56;0.7;2;33.18;95.47;0.63;0.29;8.79;0
41.74;68.62;0.7;2;34.02;94.53;0.65;0.29;8.77;0
47.02;85.19;0.7;1;31.16;87.03;0.58;0.21;8.68;0
43.31;76.62;0.7;2;27.52;91.25;0.55;0.24;8.64;0
47.59;60.25;0.7;2;33.92;95.62;3;1.1;8.2;0
39.38;68.31;0.7;2;30.88;89.53;0.63;0.28;8.83;0
44.33;80.87;0.7;2;21.56;88.91;0.9;0.5;8.84;0
43.81;52.69;0.7;2;33.13;92.66;4.04;0.53;7.95;17.82
38.14;83.81;0.7;2;31.97;93.28;0.58;0.28;8.75;0
50.51;73.56;0.7;2;18.04;86.25;1.34;0.71;8.92;0
46.63;50.19;0.7;2;34.29;97.66;8.09;1.17;7.8;16.77
40.05;83.37;0.7;2;32.12;94.69;0.61;0.26;8.76;0
44.44;64.19;0.7;2;34.79;97.97;0.95;0.55;9.08;0
46.13;48.44;0.7;2;31.58;90.31;1.73;1.15;7.92;0
46.13;59.06;0.7;2;34.37;96.87;1.57;0.89;8.22;0
65.14;74;1;2;16.02;80.78;2.17;1.05;9.14;0
70.31;39.44;0.7;1;31.25;103.44;0.64;0.31;8.58;0
46.46;59.06;0.7;2;34.49;97.03;1.6;0.91;8.22;0
55.94;48.56;0.7;1;29.31;82.03;1.72;1.09;7.91;0
50.96;39.69;0.7;2;30.35;97.19;0.64;0.32;8.62;0
48.64;51.44;0.7;2;35.08;98.28;1.46;1;7.96;0
39.38;68.37;0.7;2;33.03;91.09;0.63;0.28;8.87;0
65.25;74;1;2;16.11;81.41;2.14;1.01;9.14;0
67.72;39.13;0.7;1;31.66;100.62;0.61;0.28;8.57;0
50.85;65.31;0.7;1;33.79;96.56;5.83;0.57;9.12;22.82
45.23;48.19;0.7;2;31.05;86.09;1.62;1.04;7.99;0
39.71;66.87;0.7;2;32.52;92.19;0.57;0.28;9.03;0
50.96;39.69;0.7;2;30.38;97.97;0.64;0.33;8.62;0
49.61;38.06;0.7;2;32.61;95;0.58;0.25;8.66;0
54.4;50.31;0.7;1;31.94;89.84;9.87;0.75;7.81;18.06
46.35;75.75;0.7;2;27.01;96.72;0.72;0.3;8.61;0
43.09;72.5;0.7;2;22.62;85.16;1.09;0.57;8.8;0
62.66;49.25;0.7;1;32.45;91.25;1.99;1.21;7.86;0
39.38;83.62;0.7;2;32.12;95.78;0.61;0.26;8.73;0
41.74;68.56;0.7;2;32.99;95;0.63;0.29;8.82;0
47.14;85.25;0.7;1;30.82;86.09;0.55;0.21;8.69;0
52.87;38.63;0.7;2;32.15;99.22;0.61;0.28;8.56;0
40.72;66;0.7;2;35.76;99.22;0.55;0.28;9.18;0
43.78;52.62;0.7;2;32.47;90;4.03;0.57;7.94;18.48
46.13;51.06;0.7;2;33.46;94.84;1.34;0.97;8;0
46.57;76.75;0.7;2;27.28;101.25;0.61;0.28;8.52;0
59.08;52.06;0.7;1;31.87;89.53;2.47;1.31;7.92;0
42.97;64.25;0.7;2;33.88;97.34;0.97;0.56;9.03;0
43.86;52.69;0.7;2;31.94;89.69;4.03;0.57;7.94;18.36
48.94;85.25;0.7;1;32.15;90;0.58;0.22;8.68;0
52.99;38.38;0.7;2;32.38;100.62;0.61;0.28;8.56;0
43.87;80.75;0.7;2;21.87;89.06;0.87;0.46;8.96;0
56.92;78.56;0.7;1;25.43;96.25;0.61;0.32;8.77;0
49.84;39.69;0.7;2;30.44;90.47;0.61;0.32;8.6;0
45.92;48.31;0.7;2;31.6;87.97;1.66;1.08;7.94;0
44.1;80.87;0.7;2;21.59;90.16;0.9;0.48;8.88;0
65.03;73.94;1;2;16.4;81.41;2.04;1.01;9.12;0
37.01;84.87;0.7;2;31.25;87.34;0.58;0.22;8.69;0
42.97;68.81;0.7;2;35.63;101.25;0.65;0.29;8.72;0
60.19;70;0.7;1;33.08;91.56;0.75;0.43;8.96;0
50.4;69;0.7;1;32.43;90.47;0.67;0.28;8.83;0
54.11;47.44;0.7;1;30.99;86.25;1.47;0.99;7.96;0
56.36;69.69;0.7;1;30.6;87.97;0.71;0.39;8.81;0
59.45;53.38;0.7;1;34.56;96.72;1.17;0.83;8.04;0
42.53;68.37;0.7;2;34.45;97.97;0.61;0.29;8.88;0
53.55;64.81;0.7;1;31.33;87.34;1.62;0.79;9.34;0
40.95;65.69;0.7;2;35.66;100.31;0.55;0.28;9.07;0
53.21;64.75;0.7;1;32.28;90.78;1.45;0.74;9.38;0
60.98;60.19;0.7;1;33.94;94.84;2.63;1.12;8.21;0
55.65;49.81;1;2;30.92;86.41;3.93;2.08;7.78;18.77
49.84;66.12;0.7;1;32.27;92.34;0.55;0.28;9.06;0
56.82;52.88;0.7;2;34;103.44;2.41;1.28;8.06;0.04
46.54;50.19;0.7;2;33.66;95.62;7.96;1.2;7.8;16.93
50.17;73.37;0.7;2;18.88;86.09;1.22;0.65;8.99;0
60.19;70.06;0.7;1;32.41;92.5;0.78;0.44;8.93;0
39.38;68.37;0.7;2;32.69;90.62;0.6;0.28;8.85;0
56.56;51.88;0.7;1;30.93;85.16;2.13;1.18;7.94;0
35.33;84.56;0.7;2;30.99;86.87;0.61;0.21;8.72;0
46.35;73;0.7;2;21.04;86.25;1.06;0.57;8.99;0
65.25;74;1;2;16.16;81.09;2.11;1.02;9.14;0
39.83;66.87;0.7;2;33.59;92.34;0.55;0.29;9.02;0
42.08;67;0.7;2;36.32;101.09;0.58;0.29;8.91;0
42.97;80.56;0.7;2;22.42;89.69;0.78;0.45;9.16;0
51.75;38.31;0.7;2;32.41;98.44;0.58;0.26;8.59;0
63.79;40.88;0.7;1;28.41;96.72;0.78;0.45;8.51;0
52.65;84;0.7;1;31.94;94.53;1.04;0.51;8.7;0
44.21;80.81;0.7;2;21.61;89.22;0.9;0.49;8.86;0
62.73;49.25;0.7;1;32.08;90.31;1.99;1.23;7.86;0
49.61;38;0.7;2;32.55;94.53;0.58;0.24;8.66;0
49.73;37.94;0.7;2;32.61;97.03;0.58;0.25;8.66;0
44.78;64.62;0.7;2;33.47;97.03;1.2;0.65;9.13;0
41.74;63.94;0.7;2;31.18;88.91;1.06;0.54;9.02;0
49.95;66.19;0.7;1;32.2;90.31;0.56;0.28;9.04;0
65.14;74.06;1;2;15.93;82.34;2.19;1.06;9.14;0
45.67;72.75;0.7;2;21.78;82.97;0.98;0.52;8.76;0
46.35;75.75;0.7;2;27.03;96.41;0.72;0.3;8.61;0
53.66;64.87;0.7;1;31.49;88.44;1.74;0.84;9.23;0
52.99;53.06;0.7;2;34.75;97.5;2.24;1.19;8.03;0
41.74;63.94;0.7;2;31.04;88.59;1.2;0.54;9.02;0
57.04;78.56;0.7;1;25.14;96.72;0.61;0.32;8.77;0
62.89;41.13;0.7;1;27.98;91.87;0.84;0.46;8.59;0
46.35;72.94;0.7;2;20.87;87.5;1.03;0.56;8.85;0
45.46;48.13;0.7;2;31.42;89.37;1.66;1.06;7.98;0
47.47;84;0.7;1;31.31;90.78;0.58;0.28;8.77;0
46.46;59.13;0.7;2;34.61;97.03;1.65;0.91;8.22;0
50.4;69.06;0.7;1;32.11;90.62;0.65;0.26;8.91;0
60.18;53.25;0.7;1;32.58;93.28;2.42;1.17;8.02;0
42.86;60.56;0.7;2;33.43;93.44;4.73;0.72;8.14;22.06
46.46;73;0.7;2;20.84;85.47;1.06;0.57;8.93;0
42.3;86.25;0.7;2;33.1;99.06;0.64;0.24;8.61;0
47.25;75.37;0.7;2;26;101.09;0.74;0.34;8.66;0
62.1;60.12;0.7;1;34.07;96.25;2.56;1.12;8.21;0
68.06;39.06;0.7;1;31.68;96.87;0.58;0.28;8.6;0
53.98;47.44;0.7;1;31.41;87.19;1.45;0.99;7.96;0
42.97;68.5;0.7;2;36.24;100.78;0.63;0.29;8.87;0
58.5;78.5;0.7;1;25.95;100.31;0.58;0.31;8.82;0
41.74;67.12;0.7;2;35.45;98.12;0.58;0.29;8.84;0
44.78;59.19;0.7;2;33.33;92.66;1.65;0.91;8.23;0
66.37;39.5;0.7;1;30.58;98.75;0.64;0.32;8.6;0
40.05;66.81;0.7;2;35.18;98.12;0.57;0.28;9.05;0
53.55;64.81;0.7;1;30.6;87.66;1.53;0.76;9.43;0
47.59;73.12;0.7;2;20.02;84.22;1.15;0.6;9.18;0
44.33;59;0.7;2;34.03;94.06;1.53;0.86;8.22;0
45.9;72.87;0.7;2;21.6;83.44;0.98;0.52;8.76;0
43.2;76.62;0.7;2;27.43;90.78;0.55;0.26;8.64;0
50.63;38.25;0.7;2;32.47;94.53;0.55;0.25;8.61;0
56.59;69.75;0.7;1;31.12;86.09;0.72;0.4;8.85;0
56.38;52.88;0.7;2;34.24;102.66;2.34;1.26;8.06;0
65.7;74.62;1;2;16.87;86.72;4.14;1.31;8.78;21.81
63.9;74.87;1;2;19.52;91.72;11.93;1.94;8.81;18.05
55.91;68.12;0.7;1;35.76;102.03;0.59;0.31;8.71;0
64.61;50.63;0.7;1;35.98;102.66;1.31;0.92;8;0
51.08;71.87;0.7;1;30.24;86.41;3.36;0.84;8.82;20.74
57.71;78.75;0.7;1;25.49;97.19;0.61;0.32;8.8;0
46.8;76.75;0.7;2;27.13;101.09;0.58;0.27;8.53;0
54;67.94;0.7;1;33.81;95.47;0.58;0.3;8.78;0
50.85;39.81;0.7;2;30.27;97.34;0.75;0.33;8.61;0
47.47;84;0.7;1;31.42;91.09;0.58;0.25;8.77;0
47.47;73.12;0.7;2;19.93;85.16;1.14;0.59;9.18;0
65.03;61.25;1;1;27.37;76.72;7.08;3.01;8.23;19.04
39.38;68.31;0.7;2;31.84;90.16;0.61;0.28;8.83;0
68.4;61.37;1;1;28.66;79.69;8.37;2.74;8.25;18.41
68.06;39.13;0.7;1;31.66;98.12;0.61;0.28;8.58;0
40.05;83.5;0.7;2;32.15;96.56;0.61;0.26;8.75;0
49.84;84;0.7;1;31.86;90.16;1.04;0.47;8.71;0
50.63;66.69;0.7;1;35.45;103.12;0.56;0.29;9.11;0
53.53;50.31;0.7;1;32.05;89.84;9.66;0.64;7.82;18.54
62.21;41;0.7;1;28.21;90.47;0.84;0.45;8.52;0
63.67;74.94;1;2;19.44;93.75;13.27;1.83;8.79;21.51
52.09;67.62;0.7;1;33.67;92.34;0.57;0.3;8.96;0
52.76;40;0.7;2;29.83;93.44;0.69;0.35;8.54;0
46.57;70.44;0.7;2;30.89;87.19;0.86;0.48;9.16;0
63.79;37.31;0.7;1;32.99;95.94;0.58;0.24;8.69;0
51.41;66.31;0.7;1;35.43;100.16;0.55;0.28;8.96;0
60.41;70.06;0.7;1;32.57;92.81;0.77;0.43;8.94;0
52.76;39.94;0.7;2;29.95;99.53;0.69;0.35;8.58;0
58.83;48.81;0.7;1;32.18;90.31;1.79;1.12;7.89;0
45.05;51.06;0.7;2;31.91;88.91;1.35;0.96;8;0
50.74;66.62;0.7;1;35.08;100.94;0.56;0.29;8.93;0
67.72;37.5;0.7;1;32.84;101.56;0.58;0.25;8.59;0
41.74;64;0.7;2;31.08;89.22;1.01;0.52;9.01;0
53.55;64.87;0.7;1;31.76;87.81;1.84;0.89;9.2;0
41.06;64.12;0.7;2;31.67;91.25;0.9;0.51;9.11;0
35.44;84.5;0.7;2;30.7;85.16;0.61;0.22;8.73;0
39.38;68.25;0.7;2;31.57;89.69;0.6;0.28;8.79;0
56.59;69.69;0.7;1;30.29;87.5;0.74;0.39;8.83;0
46.46;59.13;0.7;2;33.99;97.97;1.62;0.92;8.22;0
44.89;75.94;0.7;2;27.89;97.03;0.96;0.24;8.61;0
47.54;51.5;0.7;2;33.55;94.06;1.48;1.04;7.95;0
57.4;53.31;0.7;1;34.19;97.34;1.6;0.89;8.03;0
45.12;48.19;0.7;2;32.27;90.47;1.61;1.04;7.99;0
37.13;84.87;0.7;2;31.68;88.91;0.58;0.22;8.69;0
50.63;66.69;0.7;1;35.3;101.41;0.58;0.29;9.13;0
46.35;75.75;0.7;2;27.02;96.56;0.71;0.3;8.61;0
46.57;81;0.7;2;20.89;94.06;1.04;0.59;8.77;0
44.89;75.94;0.7;2;28.12;95.31;0.59;0.24;8.62;0
65.03;59.94;0.7;1;35.21;99.84;2.37;1.17;8.22;0
44.78;64.56;0.7;2;35.29;98.91;1.16;0.65;9.12;0
46.8;75.25;0.7;2;25.97;95.78;0.72;0.33;8.68;0
39.83;66.87;0.7;2;33.18;92.81;0.55;0.28;9.02;0
44.78;75.87;0.7;2;27.54;91.25;0.75;0.26;8.62;0
50.4;73.5;0.7;2;18.77;83.75;1.32;0.68;8.94;0
64.24;74.87;1;2;19.21;92.97;9.82;1.99;8.86;21.91
41.17;65.62;0.7;2;34.75;98.12;0.55;0.28;9.09;0
56.47;69.75;0.7;1;31.35;87.66;0.72;0.4;8.88;0
53.55;64.81;0.7;1;30.49;87.5;1.64;0.81;9.27;0
47.62;51.56;0.7;2;33.33;94.37;1.5;1.04;7.95;0
49.61;85.56;0.7;1;32.32;91.25;0.58;0.21;8.66;0
49.95;66.19;0.7;1;32.52;92.19;0.55;0.28;9.02;0
42.3;86.25;0.7;2;33.19;100.16;0.61;0.24;8.61;0
68.59;52.25;1;1;32.03;88.59;3.6;1.59;7.86;18.74
44.66;76.87;0.7;2;27.1;94.84;0.65;0.28;8.46;0
49.5;65.19;0.7;1;33.04;92.34;5.2;0.91;9.04;17.8
50.96;39.75;0.7;2;30.35;97.03;0.64;0.33;8.62;0
46.57;70.44;0.7;2;31.58;89.37;0.86;0.48;9.15;0
53.55;64.81;0.7;1;31.37;86.25;1.62;0.79;9.39;0
49.28;75.31;0.7;2;26.02;100.94;0.71;0.34;8.67;0
56.59;64.94;0.7;1;33.38;94.22;1.98;0.96;9.32;0
66.15;74.69;1;2;16.77;87.19;4.62;1.39;8.89;20.33
57.04;78.62;0.7;1;25.75;96.09;0.61;0.32;8.77;0
57.04;78.25;0.7;1;26.04;95.62;0.58;0.3;8.81;0
47.94;51.63;0.7;2;34.35;96.09;1.55;1.08;7.95;0
41.06;65.69;0.7;2;35.22;99.53;0.58;0.28;9.06;0
52.09;73.75;0.7;2;17.25;86.09;1.58;0.82;8.96;0
46.18;48.44;0.7;2;31.84;88.91;1.74;1.14;7.92;0
39.38;68.31;0.7;2;33.43;93.12;0.61;0.28;8.84;0
39.83;66.87;0.7;2;32.08;90.78;0.54;0.28;9.02;0
45.56;73;0.7;2;20.84;83.12;1.09;0.57;9.07;0
45.67;72.69;0.7;2;21.87;86.25;0.97;0.52;8.77;0
37.13;84.81;0.7;2;31.83;88.75;0.58;0.21;8.69;0
47.14;75.44;0.7;2;26.02;95.78;0.73;0.35;8.66;0
46.57;84.06;0.7;1;30.96;85.47;0.58;0.29;8.77;0
58.39;69.87;0.7;1;34.09;97.03;0.75;0.42;9.01;0
44.33;59;0.7;2;32.43;91.41;1.54;0.86;8.22;0
39.83;66.94;0.7;2;32.15;92.34;0.56;0.28;9.02;0
44.44;64.19;0.7;2;34.55;99.06;0.99;0.56;9.07;0
38.59;83.62;0.7;2;32.23;90.47;0.61;0.26;8.73;0
44.55;76.44;0.7;2;27.47;95.62;0.53;0.24;8.63;0
46.22;48.44;0.7;2;32.52;92.81;1.72;1.15;7.92;0
47.14;85.25;0.7;1;30.93;85.78;0.58;0.21;8.69;0
38.59;65.62;0.7;2;32.15;90.47;0.67;0.28;9.12;0
49.5;85.5;0.7;1;32.9;91.87;0.58;0.21;8.66;0
54.11;47.44;0.7;1;31.13;86.87;1.47;0.99;7.96;0
45.16;48.06;0.7;2;30.94;87.19;1.65;1.07;7.98;0
43.65;58.94;0.7;2;32.08;88.59;1.5;0.86;8.22;0
42.86;60.56;0.7;2;33.36;93.44;4.69;0.78;8.14;23.18
46.13;72.94;0.7;2;21.17;83.44;1.01;0.52;8.78;0
56.33;51.88;0.7;1;30.75;85.62;2.02;1.16;7.94;0
42.19;58.75;0.7;2;31.7;90.78;1.56;0.84;8.21;0
57.39;51.94;0.7;1;31.16;86.56;2.33;1.27;7.93;0
44.33;58.94;0.7;2;33.1;91.25;1.57;0.88;8.22;0
50.17;85.25;0.7;1;32.96;92.34;0.58;0.21;8.66;0
56.29;52.88;0.7;2;33.75;100.62;2.47;1.32;8.06;0
58.16;59.69;0.7;1;32.54;91.41;1.96;1;8.24;0
42.86;60.56;0.7;2;33.67;93.91;4.67;0.77;8.14;17.74
47.47;84;0.7;1;31.45;89.84;0.58;0.26;8.79;0
42.3;86.31;0.7;2;33.16;99.53;0.61;0.24;8.61;0
45.9;62.19;0.7;2;33.6;93.59;10.09;0.42;9.23;17.57
42.08;67.06;0.7;2;36.23;100.62;0.59;0.29;8.93;0
48.2;51.63;0.7;2;33.75;96.72;1.56;1.09;7.95;0
43.31;64.44;0.7;2;33.3;93.91;1.03;0.61;8.93;0
56.92;64.94;0.7;1;33.34;95.47;2.21;1.07;9.34;0
56.56;52.88;0.7;2;33.88;101.87;2.46;1.3;8.06;0
76.84;71.81;1;1;31.55;89.22;2.61;1.22;8.93;0
46.13;75.56;0.7;2;26.33;96.56;0.97;0.45;8.64;0
55.56;52.88;0.7;2;33.26;95.78;2.45;1.35;8.06;0
46.91;76.75;0.7;2;27.18;98.91;0.55;0.26;8.56;0
54.34;66.37;0.7;1;35.69;101.72;0.56;0.28;8.94;0
49.61;83;0.7;1;30.67;90.31;5.03;0.9;8.73;18.3
59.95;53.19;0.7;1;33.25;95.47;2.22;1.09;8.02;0
51.27;50.38;0.7;1;33.22;92.97;5.15;0.35;7.94;18.44
41.85;67.12;0.7;2;34.35;95.47;0.56;0.29;8.86;0
48.05;51.5;0.7;2;34.92;98.44;1.47;1.02;7.95;0
41.74;68.62;0.7;2;33.56;95.47;0.64;0.28;8.77;0
43.42;72.37;0.7;2;22.54;83.91;0.99;0.53;8.81;0
42.86;60.56;0.7;2;32.37;93.12;4.66;0.89;8.14;22.93
41.74;67.12;0.7;2;34.81;96.25;0.55;0.29;8.85;0
49.28;41.31;0.7;2;27.78;90.94;0.84;0.47;8.58;0
58.55;48.87;0.7;1;32.22;90.62;1.89;1.14;7.89;0
56.59;69.69;0.7;1;30.58;85.62;0.72;0.39;8.83;0
54.32;47.44;0.7;1;31.44;87.5;1.5;1.01;7.95;0
76.84;71.81;1;1;31.11;88.12;2.59;1.27;8.95;0
69.75;74.12;1;2;15.6;87.03;2.42;1.17;9.08;0
46.24;82.19;0.7;2;24.07;97.66;2.52;0.9;8.77;0
45.21;48.06;0.7;2;32.05;89.69;1.64;1.07;7.98;0
49.95;41.5;0.7;2;27.63;90.78;0.87;0.48;8.54;0
41.74;67.19;0.7;2;34.27;96.72;0.56;0.29;8.84;0
50.17;66.5;0.7;1;34.9;96.87;0.56;0.28;8.88;0
51.3;85.5;0.7;1;33.45;95.78;0.61;0.22;8.63;0
49.95;66.19;0.7;1;32.01;91.09;0.56;0.28;9.04;0
44.55;76.37;0.7;2;27.8;96.87;0.54;0.24;8.62;0
41.06;75.06;0.7;2;30.59;93.28;5.39;0.08;8.71;20.29
46.69;76.75;0.7;2;27.54;100.62;0.6;0.28;8.52;0
59.63;72.12;0.7;1;30.74;87.97;1.51;0.71;8.83;0
58.05;69.94;0.7;1;34.58;98.91;0.75;0.43;9;0
43.09;68.75;0.7;2;35.19;101.09;0.66;0.29;8.71;0
69.75;74.25;1;2;15.52;87.81;2.67;1.25;8.93;0
41.06;65.69;0.7;2;35.7;100.62;0.55;0.28;9.07;0
56.7;62.44;0.7;2;34.37;97.19;2.69;1.29;9.14;0
42.86;60.5;0.7;2;32.05;91.25;4.66;1.17;8.14;21.34
43.2;64.31;0.7;2;32.98;93.91;1.02;0.58;8.9;0
50.51;73.5;0.7;2;18.28;83.91;1.32;0.69;8.93;0
58.39;78.56;0.7;1;26.07;100.31;0.58;0.31;8.81;0
56.56;52.88;0.7;2;33.91;101.87;2.43;1.29;8.06;0
40.72;66;0.7;2;34.64;99.84;0.58;0.28;9.16;0
43.87;80.75;0.7;2;21.99;86.87;0.87;0.46;8.98;0
44.33;58.81;0.7;2;32.71;93.59;1.58;0.91;8.22;0
56.59;51.88;0.7;1;30.88;85.47;2.12;1.18;7.94;0
59.85;59.81;0.7;1;32.66;93.28;2.04;1.04;8.23;0
56.47;69.75;0.7;1;31.48;87.66;0.73;0.4;8.89;0
42.86;60.5;0.7;2;32.17;91.09;4.35;1.09;8.14;21.68
46;48.44;0.7;2;31.83;88.44;1.71;1.19;7.92;0
48.9;51.44;0.7;2;34.75;99.22;1.44;1.01;7.96;0
59.65;53.38;0.7;1;34.07;97.03;1.17;0.83;8.04;0
